timestamp,low,high,open,close,volume,threshold,label
2021-02-02 06:00:00+00:00,33961.99,34350.0,34026.99,34306.72,774.06860015,0.0086302923160108,1.0
2021-02-02 07:00:00+00:00,34161.18,34404.86,34318.27,34260.0,587.21590727,0.0085589169304273,1.0
2021-02-02 08:00:00+00:00,34122.38,34691.25,34254.53,34687.91,623.2713004,0.0085946762851062,1.0
2021-02-02 09:00:00+00:00,34689.63,35649.22,34689.63,35338.33,1670.99863921,0.0086924603583676,0.0
2021-02-02 10:00:00+00:00,34881.62,35432.33,35346.09,35157.55,836.00519462,0.0086616893867361,0.0
2021-02-02 11:00:00+00:00,34674.39,35279.85,35160.97,34710.0,681.62016225,0.0087080362541022,1.0
2021-02-02 12:00:00+00:00,34572.63,35031.56,34710.0,34810.59,712.75911143,0.0086435626338692,1.0
2021-02-02 13:00:00+00:00,34778.85,35237.51,34810.59,34865.93,664.62322461,0.0085662260585536,1.0
2021-02-02 14:00:00+00:00,34403.73,34948.17,34871.22,34817.0,992.42013491,0.0084974760658447,1.0
2021-02-02 15:00:00+00:00,34600.0,35200.0,34818.65,34750.02,1249.7383073,0.0084345391789272,1.0
2021-02-02 16:00:00+00:00,34604.1,35197.37,34751.15,34995.78,1160.09018698,0.0084153853314366,1.0
2021-02-02 17:00:00+00:00,34778.51,35053.08,34996.81,34874.62,661.25070127,0.0083693778871334,1.0
2021-02-02 18:00:00+00:00,34825.56,35350.0,34876.88,35304.19,779.30242845,0.0084038272585227,1.0
2021-02-02 19:00:00+00:00,35151.5,35839.43,35309.92,35786.97,1415.40501204,0.008450444827251,1.0
2021-02-02 20:00:00+00:00,35570.01,36000.0,35790.49,35838.12,1172.0095499,0.0083710839204133,1.0
2021-02-02 21:00:00+00:00,35605.0,35914.5,35838.12,35680.39,788.3134318,0.0083373519586164,1.0
2021-02-02 22:00:00+00:00,35558.37,35839.09,35684.97,35595.23,644.28784711,0.0082830353131533,1.0
2021-02-02 23:00:00+00:00,35509.51,35727.49,35600.09,35512.67,539.6059184,0.0082282906811606,1.0
2021-02-03 00:00:00+00:00,35393.8,36270.81,35513.0,36161.23,1322.11900865,0.0083228168506385,1.0
2021-02-03 01:00:00+00:00,35872.96,36373.0,36164.38,35890.22,1030.71620609,0.0083216006460971,1.0
2021-02-03 02:00:00+00:00,35840.31,36147.49,35890.23,35934.32,786.71691087,0.0082417755417949,1.0
2021-02-03 03:00:00+00:00,35929.58,36544.46,35934.44,36452.32,888.60172439,0.0082961390299409,0.0
2021-02-03 04:00:00+00:00,36452.9,36888.0,36453.0,36676.31,1477.18921611,0.0082648683176322,0.0
2021-02-03 05:00:00+00:00,36450.0,36734.35,36681.14,36524.72,558.13535348,0.0082314179916757,0.0
2021-02-03 06:00:00+00:00,36496.27,36864.16,36519.22,36599.35,526.16458498,0.0081593388448894,0.0
2021-02-03 07:00:00+00:00,36291.42,36657.47,36611.19,36347.21,505.52380596,0.0081544383483475,0.0
2021-02-03 08:00:00+00:00,35732.05,36351.24,36351.24,36065.78,777.00103593,0.0081574136310216,1.0
2021-02-03 09:00:00+00:00,35575.0,36086.51,36066.79,35896.05,424.26184108,0.0081288046808472,1.0
2021-02-03 10:00:00+00:00,35700.0,36075.62,35889.83,36036.53,397.84939121,0.0080788483479197,1.0
2021-02-03 11:00:00+00:00,35918.94,36320.0,36039.71,35992.0,468.16862359,0.0080157975656291,1.0
2021-02-03 12:00:00+00:00,35857.36,36367.86,35992.0,36252.73,651.52230372,0.0080004967763471,1.0
2021-02-03 13:00:00+00:00,36002.24,36781.85,36252.72,36599.7,1615.60108234,0.008008157666697,1.0
2021-02-03 14:00:00+00:00,36421.37,36800.0,36599.86,36581.13,1256.72074484,0.0079399160678434,1.0
2021-02-03 15:00:00+00:00,36577.28,36950.0,36581.13,36910.0,1080.02108537,0.0079415610562774,1.0
2021-02-03 16:00:00+00:00,36677.01,37263.72,36910.01,37211.83,1700.46683169,0.007934153157262,1.0
2021-02-03 17:00:00+00:00,37025.01,37235.91,37203.59,37233.46,1141.57148792,0.0078571925342372,1.0
2021-02-03 18:00:00+00:00,36811.33,37250.0,37233.46,37171.86,1506.37366331,0.007803527890122,1.0
2021-02-03 19:00:00+00:00,36856.19,37194.77,37171.87,36860.73,1145.5590102,0.0078178247158422,1.0
2021-02-03 20:00:00+00:00,36710.0,37138.64,36860.73,37114.76,1033.64208074,0.0077992431135283,1.0
2021-02-03 21:00:00+00:00,37019.26,37455.37,37105.36,37298.97,1238.56727147,0.0077608117820527,1.0
2021-02-03 22:00:00+00:00,37285.0,37538.96,37298.92,37322.29,974.23743152,0.0076850366012126,1.0
2021-02-03 23:00:00+00:00,37320.0,37723.72,37321.42,37678.37,1275.23875635,0.0076934839868737,1.0
2021-02-04 00:00:00+00:00,37685.08,38217.0,37688.42,38141.22,2122.03011298,0.0077285780610603,0.0
2021-02-04 01:00:00+00:00,37921.94,38360.88,38140.65,38223.2,1726.33374791,0.0076601664482204,0.0
2021-02-04 02:00:00+00:00,37525.89,38274.04,38223.25,37955.2,1685.25040445,0.0076644171503279,0.0
2021-02-04 03:00:00+00:00,37400.0,38073.98,37955.55,37527.8,1339.82070327,0.0077105318866511,0.0
2021-02-04 04:00:00+00:00,37384.69,37828.0,37529.81,37723.26,1087.74356526,0.0076751026010893,0.0
2021-02-04 05:00:00+00:00,37554.03,37978.0,37727.03,37632.75,774.41159235,0.0076311677937205,1.0
2021-02-04 06:00:00+00:00,37601.69,38247.22,37632.75,38148.98,753.74998718,0.0076820091752149,0.0
2021-02-04 07:00:00+00:00,37839.45,38235.51,38148.97,37894.88,872.06594602,0.007681810057955,0.0
2021-02-04 08:00:00+00:00,37125.0,38769.0,37896.74,37367.92,1922.31704672,0.0077536265784944,1.0
2021-02-04 09:00:00+00:00,36815.98,37667.62,37376.71,37574.0,2392.04211818,0.0077217931786332,0.0
2021-02-04 10:00:00+00:00,37253.67,37817.83,37583.88,37672.3,867.52470527,0.0076606971598544,0.0
2021-02-04 11:00:00+00:00,37370.15,37951.81,37672.1,37370.15,833.25176507,0.0076727120193923,0.0
2021-02-04 12:00:00+00:00,37072.87,37787.53,37370.15,37669.82,1197.07607163,0.0076671210354954,0.0
2021-02-04 13:00:00+00:00,37315.11,37730.83,37669.81,37636.21,1188.67369461,0.0076073298495445,0.0
2021-02-04 14:00:00+00:00,36676.88,37741.6,37645.49,36819.68,1529.47820038,0.0077567728195156,1.0
2021-02-04 15:00:00+00:00,36156.45,36979.47,36820.68,36627.33,2111.3026233,0.0077370869446981,1.0
2021-02-04 16:00:00+00:00,36464.84,37055.0,36627.33,37011.81,1738.20999386,0.0077580555720006,1.0
2021-02-04 17:00:00+00:00,36838.99,37123.93,37011.8,36934.65,1514.63413738,0.0077072821151859,1.0
2021-02-04 18:00:00+00:00,36819.43,37500.0,36934.65,37207.33,1342.92278397,0.0076965855357146,0.0
2021-02-04 19:00:00+00:00,37043.84,37550.29,37207.33,37525.03,1102.45475961,0.0076969073578659,0.0
2021-02-04 20:00:00+00:00,37435.63,37842.0,37525.04,37679.06,1119.33504591,0.0076519791047951,0.0
2021-02-04 21:00:00+00:00,37382.09,37788.0,37683.89,37672.6,797.60490184,0.007584665518884,0.0
2021-02-04 22:00:00+00:00,37042.53,37699.99,37672.6,37300.0,793.37692047,0.0076153500879731,1.0
2021-02-04 23:00:00+00:00,36885.0,37418.96,37297.02,36975.0,887.75209554,0.0076328331390984,1.0
2021-02-05 00:00:00+00:00,36842.62,37272.2,36976.59,37024.62,720.83287173,0.0075627192295337,1.0
2021-02-05 01:00:00+00:00,36605.87,37336.21,37029.75,36669.16,816.32619669,0.0075887347212714,1.0
2021-02-05 02:00:00+00:00,36640.0,37018.93,36670.01,36996.79,802.10400346,0.0075961019712186,1.0
2021-02-05 03:00:00+00:00,36938.55,37431.33,36986.15,37385.0,802.20979343,0.0076181471335987,1.0
2021-02-05 04:00:00+00:00,37231.77,37532.17,37385.0,37291.74,617.18530364,0.0075732560052043,1.0
2021-02-05 05:00:00+00:00,37030.56,37379.23,37291.74,37093.54,563.36633047,0.0075567336305831,1.0
2021-02-05 06:00:00+00:00,37053.65,37695.56,37093.53,37418.14,800.55634513,0.0075616612208232,1.0
2021-02-05 07:00:00+00:00,37418.13,37755.0,37418.14,37718.38,544.66458147,0.0075584413335146,1.0
2021-02-05 08:00:00+00:00,37466.28,37823.0,37712.41,37746.77,460.25962611,0.0074823214230053,1.0
2021-02-05 09:00:00+00:00,37253.71,37799.1,37747.81,37292.19,446.74671965,0.0075349903075575,1.0
2021-02-05 10:00:00+00:00,37239.42,37676.38,37278.08,37441.27,544.9368339,0.0074923271102142,1.0
2021-02-05 11:00:00+00:00,37435.0,37750.0,37441.27,37717.69,394.8735227,0.0074836188418565,1.0
2021-02-05 12:00:00+00:00,37581.31,38177.84,37719.99,37899.97,1148.27904342,0.0074488239246264,1.0
2021-02-05 13:00:00+00:00,37838.26,38348.99,37892.46,38328.88,853.45145087,0.007478803364428,0.0
2021-02-05 14:00:00+00:00,38032.0,38342.6,38328.89,38158.31,1242.4948728,0.0074567600144677,0.0
2021-02-05 15:00:00+00:00,37950.0,38349.0,38158.27,38000.0,1245.24438991,0.0074313900001644,0.0
2021-02-05 16:00:00+00:00,37710.0,38190.0,38000.0,37842.01,1309.15251201,0.0074058644893073,1.0
2021-02-05 17:00:00+00:00,37783.06,37980.0,37842.01,37922.34,587.57896189,0.0073448711317332,0.0
2021-02-05 18:00:00+00:00,37343.89,37948.0,37922.34,37400.68,1091.67164408,0.0074157622264132,1.0
2021-02-05 19:00:00+00:00,37275.0,37699.04,37408.21,37658.06,760.80915004,0.0074035503186395,1.0
2021-02-05 20:00:00+00:00,37527.33,37819.3,37658.06,37779.42,442.54500429,0.0073542849910849,1.0
2021-02-05 21:00:00+00:00,37716.0,37936.62,37772.3,37860.69,464.7576615,0.0072945660830125,1.0
2021-02-05 22:00:00+00:00,37720.0,38003.71,37860.68,37832.66,577.27104001,0.0072355309738703,1.0
2021-02-05 23:00:00+00:00,37808.0,38336.31,37832.09,38311.49,605.38387255,0.0072819125173214,1.0
2021-02-06 00:00:00+00:00,38250.0,38872.95,38327.09,38761.47,1432.84610021,0.0073175201289882,1.0
2021-02-06 01:00:00+00:00,38306.37,39487.0,38761.47,38850.34,3368.19821533,0.0072573153449805,1.0
2021-02-06 02:00:00+00:00,38650.0,39500.0,38851.71,39398.93,1736.60646727,0.007315631056499,0.0
2021-02-06 03:00:00+00:00,39238.12,39682.01,39398.92,39407.94,1440.61833579,0.0072503715321528,1.0
2021-02-06 04:00:00+00:00,38959.37,39405.73,39405.72,39201.62,897.25774893,0.0072402113282822,1.0
2021-02-06 05:00:00+00:00,38777.05,39245.1,39201.62,39056.37,707.55604067,0.0072142544109313,1.0
2021-02-06 06:00:00+00:00,39039.44,39495.0,39057.05,39312.59,545.30909267,0.0071974290561487,1.0
2021-02-06 07:00:00+00:00,39201.11,39561.77,39312.58,39389.96,476.59890747,0.0071344115210789,1.0
2021-02-06 08:00:00+00:00,39390.35,39719.85,39393.27,39471.44,465.64413319,0.0070729430101485,1.0
2021-02-06 09:00:00+00:00,39443.17,39930.0,39471.43,39926.36,618.32575123,0.0071062917986159,1.0
2021-02-06 10:00:00+00:00,39593.09,40070.0,39926.37,40067.49,1253.96398821,0.00705858160712,1.0
2021-02-06 11:00:00+00:00,40047.13,40500.0,40057.08,40239.72,1314.35969091,0.0070187309813546,1.0
2021-02-06 12:00:00+00:00,39950.0,40500.0,40239.78,39980.49,1042.29413064,0.0070242052921521,1.0
2021-02-06 13:00:00+00:00,39950.05,40300.0,39960.12,40172.95,879.22354372,0.0069902987688892,1.0
2021-02-06 14:00:00+00:00,40168.61,40615.0,40168.65,40328.69,975.32569856,0.0069470284440357,0.0
2021-02-06 15:00:00+00:00,40230.0,40959.63,40333.2,40956.29,1692.97962403,0.0070203609245612,0.0
2021-02-06 16:00:00+00:00,40541.2,41000.0,40957.62,40663.0,1467.28426085,0.0070342977578876,0.0
2021-02-06 17:00:00+00:00,40242.53,40700.0,40662.99,40259.21,990.54253374,0.0070748271508417,0.0
2021-02-06 18:00:00+00:00,40123.0,40499.99,40256.51,40331.26,834.49370626,0.007010194373277,0.0
2021-02-06 19:00:00+00:00,40029.0,40452.63,40331.26,40223.24,639.02965356,0.0069776774435598,0.0
